阪神    11  2  0  .846  -
広島     8  5  0  .615  3.0
巨人     7  6  0  .538  1.0
ヤクルト 6  8  0  .428  1.5
中日     5  8  0  .384  0.5
横浜     3 11  0  .214  2.5
